comment,Sentiment Score
"I really enjoyed this news, well done sir keep it up,  I m Indian but not Hindu,","{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.7146}"
"As I'm from Karnataka. There is new sunshine and spark in the legislative assembly of state. True ""Democracy"" wins ️.","{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.891}"
"Karnataka brings Democracy back in India,  good example for being the the most educated state","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
Amazing assessment of the campaign.... and great delivery as well. Keep up the good work. We always expect unbias and honest assessment of situation from you,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.9451}"
I think you should have also included film star's contribution such as Shivrajkumar...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Change is necessary for healthy democracy... I wish infrastructure and road related issues of Karnataka will get solved in next 5 years.. best wishes Karnataka ️,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9062}"
"People are smart, they have realised how promise works","{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}"
I am from Nepal ..but don't know why I am celebrating this victory.. literally I am happy,"{'neg': 0.219, 'neu': 0.511, 'pos': 0.27, 'compound': 0.1783}"
Great Salute to Karnataka people From a Delhite .,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}"
"We r the people of Karnataka, and we trust  only on constitution.....not on devide and devide rule","{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}"
"people of South States of India are educated and well concerned about leadership unlike north. I wish all of the states realize the difference between politics and hate spreading 
From Bangladesh","{'neg': 0.157, 'neu': 0.638, 'pos': 0.204, 'compound': 0.0258}"
"Never been so proud of kannadigas! A hard core Bangalorean for more than 50 years,had lost all hopes !","{'neg': 0.35, 'neu': 0.386, 'pos': 0.264, 'compound': -0.3274}"
"Glad to see the issue of develpoment are taken by our southern peoples seriously ... afterall how many years BJP will hide themself in back of bush made with regional, caste, religion divisions not everytime .... they have to show there faces sometime xD

Jai Hind","{'neg': 0.094, 'neu': 0.718, 'pos': 0.188, 'compound': 0.6597}"
"Siddaramaiah, the only man ever in history who made an Indian prime minister like Modi roam around the streets like a street dog in fear of defeat and still destroyed Modi and the BJP.","{'neg': 0.299, 'neu': 0.541, 'pos': 0.159, 'compound': -0.6597}"
"Very Nice Analysis, thanks to people of Karnataka for bringing back democracy in the state. It's time for BJP mukth India","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.6908}"
"Not listening to protesting wrestler's MANN KI BAAT also played a role. Not only in Karnataka, but people all over India are very angry for plight of national heroes, especially women wrestlers, who are on roads for weeks waiting for justice. Arrogant leaders often forget that there is some supernatural power which comes to the rescue of honest people and punishes the guilty leader.","{'neg': 0.291, 'neu': 0.442, 'pos': 0.267, 'compound': -0.1027}"
Karnataka people's are too smart ,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}"
Hats off to people of Karnataka. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Great Analysis. Wonderful Deshbahkt. Not a Andhbakht,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.8316}"
"I'm from Andhra Pradesh, 
Here also politicians are not perfect...... infact they are as corrupt as North
But believe me or not people never believe in hindu muslim fights
I don't know how MANY people are graduated, but most of South Indians are educated","{'neg': 0.092, 'neu': 0.782, 'pos': 0.126, 'compound': 0.25}"
Great win for the rational people of Karnataka.️️,"{'neg': 0.0, 'neu': 0.275, 'pos': 0.725, 'compound': 0.836}"
This is what happens when then youth of the country focus on their future rather than focusing on the religion politics that some people are trying to make a fuss about,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Congratulations Karnataka you have chosen wisely . The latest findings showed that in 2018 total number of MLA's with Criminal cases=35 and Serious criminal cases=22.



In this election here is the tally total Criminal cases=145 and Serious criminal cases=88","{'neg': 0.403, 'neu': 0.398, 'pos': 0.199, 'compound': -0.802}"
Educated and knowledgeable people born in South Indian ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
I love South India especially I love karnataka,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8555}"
"Bjp: the Kerala story 
Congress: the Karnataka story","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"'For great men, religion is a way of making friends, small people make religion a fighting tool' by APJ Abdual Kalam

Kudos tk Karnataka for voting for the right unlike UP or other northern states","{'neg': 0.076, 'neu': 0.606, 'pos': 0.318, 'compound': 0.8402}"
0:35 This is actually hilarious..Jeet gae to Modi ji ..nai to JP Nadda ,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5423}"
"Mein shukriya ada karti hun aap tamam youtuber ka jinhon ne ground reporting ki thi Karnataka ki jis ki waja se people of Karnataka ne apne aas pas hone wale sahi galat ko samjha aur apni bahtri ke liye vote Kiya,proud Karnataka citizen ","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.765}"
Well explained our Karnataka state election 2023 ,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}"
South always choose democracy over religion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Hats off Rahul Gandhi 
Kudos to democracy ","{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}"
"Best line ""Shakti ne takat ko Hara Diya"" ","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
It also happened in jharkhand assembly elections 2019,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The Karnataka result shows that Karnataka people are very well educated and mature enough.,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.5994}"
"Two main points missing :

1. First point is Budget. Central Government employees(Apart from Railways, Navy,etc)  across nation are unhappy with the yearly budgets of BJP. ","{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.6124}"
Results apart. I like how my karnataka people voted maturely differentiating Lok sabha and Vidhan sabha,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
South Indians are more educated. Religious politics cards cannot be played. People need  economic development plans.,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}"
"I have been waiting for your opinion since results. Thanks for sharing the video. There is news everywhere,  so many youtubers putting up their views,  but didn't watch any of them just waited for your video.","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6908}"
Biggest takeaway- Isbar EVM ekdum thik se kam kar raha tha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Few additional points
Amit Shah wanting to merge Nandini with Amul- it will affect local farmers of Karnataka.
The entire Hindi should be know we kannadigas love our language kannada.","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}"
"Sir could you explain, whenever and wherever congress wins, we see anti national slogans. Why these people don't believe that india is our country and what they want to show , if their political party come they will openly harm other religion.","{'neg': 0.178, 'neu': 0.585, 'pos': 0.237, 'compound': 0.2263}"
"Thanks almighty and to My South Indian brothers and sisters who voted against hatred. And made BJP free South India.
I hope North Indians also realize and vote against hatred and make Trillion, Super power and actual democratic India with love between each and every indians irrespective of religion caste and language.","{'neg': 0.16, 'neu': 0.513, 'pos': 0.327, 'compound': 0.8316}"
@14:04 Akash's analysis and humour are so on point,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}"
People of Karnataka have shown that they value progress and their state leadership,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}"
Very wise people congratulations ,"{'neg': 0.0, 'neu': 0.125, 'pos': 0.875, 'compound': 0.7906}"
Well researched analysis Akash ... keep it up..,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}"
10:12 This was the best moment of the election coverage  The news channel Lmao (Makes it clear how much media bias is going on),"{'neg': 0.063, 'neu': 0.452, 'pos': 0.484, 'compound': 0.8834}"
A big salute to Kannadiga brothers for keeping democracy live and rejecting unwanted issues,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.5994}"
Also there has never been a single instance when KN Junta given chance to the same government consecutively. BJP want to do what it did in GJ and UP successfully. Once in power.... it should be there for a long duration. Mohak Mangal Explained it better in his video on KN.,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.886}"
"H.P and karnatka state politics was treated similar to that of UP, Bihar and WB. This Chambal-Hugly belt requires encounter- type actions until basic law and order is established. But rest of the States need progressive Governance,  innovation, instead of religious tensions.
- BJP will have to come out of its ""One Nation- One narrative"" mentality.","{'neg': 0.069, 'neu': 0.865, 'pos': 0.066, 'compound': -0.0258}"
Maza aagaya ️aapki true wali speech sunkar thank you love from Karnataka banglore...,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.8591}"
"As a true BJP supporter, I can say that the lower level BJP politicians are corrupt and that is the main reason of defeat. But it doesn't mean that it will impact 24 elections. And it is impossible for Congress to win elections in big states like Gujarat and MP where people vote on the basis of infrastructure development and nationalism, not on the basis of language and localisation, just like in the south. 
Anyways congrats to the people, now they will the same ultra speed development which is going on in the non BJP states like WB, Delhi, Punjab etc ","{'neg': 0.077, 'neu': 0.634, 'pos': 0.289, 'compound': 0.9246}"
Karnataka election result also explains that they rejected those leaders not  spoken in regional language,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}"
"Congratulations people of Karnataka,you save humanity and democracy","{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.7964}"
I am happy not because Congress are winning but because of a healthy democracy always need competition,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.8689}"
BJP tried to create Congress free India.  We made it a BJP-free South India.  Now in 2024 BJP will be Mukta Bharat.  I am proud to be a South Indian,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.8176}"
"As kannadiga
If you ask me why Congress
won in Karnataka,
Because here most of the ppls are Christians are Buddhist","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Congrats to people of Karnataka for the victory of Democracy which is saved now..But one thing, we should only talk about unemployment and development issue. why there is always freebies and more freebies, more chances to win also. He should expain this also in this video.Please Don't give taxpayers hard earned money in freebies for your benefits and votes whether it is BJP or congress or any other party. Thank God EVMs are not hacked this time.","{'neg': 0.089, 'neu': 0.413, 'pos': 0.498, 'compound': 0.9712}"
Very detailed explanation superb,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
Thank God for this result!!! It was much needed,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.6679}"
Difference between north and south .........  i appreciate Kannadigas mallus Tamilians telugites ,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
This is just an appreciation comment for Akash and the entire Deshbhakt team. You people are doing a fabulous job. Keep shining and keep growing. Best wishes to you and your team. Thanks for everything ,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.9442}"
People's of Karnataka and Delhi really educated ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Excellent episode  ,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}"
Love the way you present bro,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}"
Beautiful authentic and reliable analysis mr banerjee. Best wishes.,"{'neg': 0.0, 'neu': 0.34, 'pos': 0.66, 'compound': 0.8658}"
INC worked unitedly and won the people of Karnataka 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Karnataka public has shown that they are not at all interested in cheap politics which has become an integral and inseparable part of the BJP. Kudos to the Indian National Congress for such a big victory...,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}"
